,Unnamed: 0,_id,similarity,ltable_id,rtable_id,ltable_title,ltable_release_day,ltable_release_year,ltable_esrb,ltable_genre,ltable_publisher,ltable_developer,rtable_title,rtable_release_day,rtable_release_year,rtable_esrb,rtable_genre,rtable_publisher,rtable_developer
378,5150,5150,0.3333333333333333,2321,2581,The Humans,May 8,2009,E,Platformer,Deep Silver,,nail'd,Nov 30,2010,E10+,Driving,Deep Silver,Techland
379,5152,5152,0.3333333333333333,3106,1304,Medal of Honor Warfighter,October 23,2012,M,Shooter,Electronic Arts,Danger Close,Medal of Honor: Airborne,Sep  4,2007,T,Action,Electronic Arts,Electronic Arts
380,5161,5161,0.3333333333333333,2693,2886,SimCity Societies,November 13,2007,E10+,Simulation,Electronic Arts,Tilted Mill Entertainment,Shank,Oct 25,2010,M,Action,Electronic Arts,Klei Entertainment
381,5176,5176,0.3333333333333333,1994,719,Resonance,July 25,2012,,Adventure,Wadjet Eye Games,Wadjet Eye Games,Technobabylon,May 21,2015,,Adventure,Wadjet Eye Games,Technocrat
382,5192,5192,0.3333333333333333,2989,2002,The Technomancer,June 28,2016,M,RPG,Focus Home Interactive,Spiders,Sherlock Holmes vs. Jack the Ripper,May 26,2009,T,Adventure,Focus Home Interactive,Frogwares
383,5194,5194,0.3333333333333333,2265,1521,Primordia,December 5,2012,,Adventure,Wadjet Eye Games,Wormwood Studios,Resonance,Jun 19,2012,,Adventure,Wadjet Eye Games,xii games
384,5227,5227,0.3333333333333333,2635,370,TMNT,March 20,2007,E10+,Action,Ubisoft,Ubisoft Montreal,Tom Clancy's Rainbow Six: Vegas,Dec 12,2006,M,Action,Ubisoft,Ubisoft Montreal
385,5231,5231,0.3333333333333333,2635,3770,TMNT,March 20,2007,E10+,Action,Ubisoft,Ubisoft Montreal,Batman: Vengeance,Oct  8,2002,T,Action Adventure,Ubisoft,Ubisoft
386,5237,5237,0.3333333333333333,2069,1751,The Walking Dead: Michonne -- Episode 1: In Too Deep,February 23,2016,M,Adventure,Telltale Games,Telltale Games,The Wolf Among Us: Episode 4 - In Sheep's Clothing,May 27,2014,M,Action Adventure,Telltale Games,Telltale Games
387,5249,5249,0.3333333333333333,2767,2431,The Sims Medieval: Pirates and Nobles,August 30,2011,T,Simulation,Electronic Arts,The Sims Studio,The Sims 3: Generations,May 31,2011,T,Simulation,EA Games,The Sims Studio
388,5270,5270,0.3333333333333333,1997,2919,SimCity,March 5,2013,E10+,Simulation,Electronic Arts,Maxis,The Sims 4: Outdoor Retreat,Jan 13,2015,T,Simulation,Electronic Arts,Maxis
389,5287,5287,0.3333333333333333,2069,1049,The Walking Dead: Michonne -- Episode 1: In Too Deep,February 23,2016,M,Adventure,Telltale Games,Telltale Games,The Walking Dead: Season Two - A Telltale Games Series,Dec 17,2013,M,Action,Telltale Games,Telltale Games
390,5302,5302,0.3333333333333333,2649,3108,Create,November 16,2010,E,Adventure,Electronic Arts,EA Bright Light,NHL 08,Sep 11,2007,E10+,Sports,Electronic Arts,EA Canada
391,5359,5359,0.3333333333333333,2383,2484,Back to the Future: The Game -- Episode 4: Double Visions,April 29,2011,T,Adventure,Telltale Games,Telltale Games,Game of Thrones: Episode Six - The Ice Dragon,Nov 17,2015,,Action,Telltale Games,Telltale Games
392,5383,5383,0.3333333333333333,2576,1904,Battlefield Play4Free,March 10,2011,,Shooter,Electronic Arts,DICE  (Digital Illusions CE),Battlefield 4: Naval Strike,Apr 15,2014,M,Action,Electronic Arts,EA DICE
393,5394,5394,0.3333333333333333,2683,1052,Bone: Out From Boneville,September 15,2005,,Adventure,Telltale Games,Telltale Games,The Wolf Among Us,Oct 11,2013,M,Action Adventure,Telltale Games,Telltale Games
394,5410,5410,0.3333333333333333,2911,1592,Need for Speed Undercover,November 17,2008,T,Racing,Electronic Arts,Black Box,Need for Speed: Rivals,Nov 19,2013,E10+,Driving,Electronic Arts,Ghost Games
395,5445,5445,0.3333333333333333,3020,2048,Dungeonland,January 29,2013,,Action,Paradox  Interactive,Critical Studio,Crusader Kings,Sep 28,2004,E,Strategy,Paradox Interactive,Paradox Development Studio
396,5466,5466,0.3333333333333333,2752,743,Lost: Via Domus,February 26,2008,T,Adventure,Ubisoft,Ubisoft Montreal,Prince of Persia,Dec  9,2008,T,Action Adventure,Ubisoft,Ubisoft Montreal
397,5471,5471,0.3333333333333333,3154,1909,Catwoman,July 20,2004,T,Action,Electronic Arts,EA UK,Mirror's Edge Catalyst,Jun  7,2016,T,Action,Electronic Arts,EA DICE
398,5479,5479,0.3333333333333333,2901,3142,Triple Play '99,May 30,1998,E,Sports,Electronic Arts,Electronic Arts,Ultima Online: Lord Blackthorn's Revenge,Feb 24,2002,T,Role-Playing,Electronic Arts,Electronic Arts
399,5484,5484,0.3333333333333333,2877,1741,Odyssey: The Search for Ulysses,Nov 16,2000,E,Adventure,DreamCatcher Interactive,Cryo Interactive,Beyond Atlantis II,Oct 24,2001,T,Adventure,DreamCatcher Interactive,Cryo Interactive
